time,response
0.088,0.08423912327667438
0.089,0.08515442642554794
0.09,0.08606881472877181
0.091,0.08698228910073413
0.092,0.08789485045490952
0.093,0.08880649970385945
0.094,0.08971723775923302
0.095,0.09062706553176858
0.096,0.09153598393129381
0.097,0.09244399386672741
0.098,0.09335109624607907
0.099,0.0942572919764515
0.1,0.09516258196404048
0.101,0.09606696711413587
0.10200000000000001,0.09697044833112323
0.10300000000000001,0.09787302651848351
0.10400000000000001,0.09877470257879517
0.105,0.09967547741373439
0.106,0.10057535192407596
0.107,0.1014743270096945
0.108,0.10237240356956512
0.109,0.10326958250176455
0.11,0.10416586470347178
0.111,0.10506125107096898
0.112,0.10595574249964279
0.113,0.10684933988398448
0.114,0.1077420441175917
0.115,0.10863385609316867
0.116,0.10952477670252747
0.117,0.11041480683658866
0.11800000000000001,0.11130394738538263
0.11900000000000001,0.1121921992380499
0.12,0.11307956328284252
0.121,0.11396604040712444
0.122,0.11485163149737287
0.123,0.1157363374391791
0.124,0.1166201591172491
0.125,0.11750309741540466
0.126,0.11838515321658394
0.127,0.11926632740284304
0.128,0.12014662085535621
0.129,0.12102603445441684
0.13,0.1219045690794387
0.131,0.12278222560895646
0.132,0.12365900492062665
0.133,0.1245349078912289
0.134,0.125409935396666
0.135,0.12628408831196558
0.136,0.1271573675112807
0.137,0.1280297738678906
0.138,0.12890130825420165
0.139,0.12977197154174847
0.14,0.13064176460119425
0.14100000000000001,0.13151068830233215
0.14200000000000002,0.13237874351408607
0.14300000000000002,0.1332459311045111
0.14400000000000002,0.134112251940795
0.145,0.1349777068892587
0.146,0.1358422968153573
0.147,0.1367060225836806
0.148,0.13756888505795462
0.149,0.13843088510104173
0.15,0.1392920235749422
0.151,0.14015230134079448
0.152,0.14101171925887657
0.153,0.1418702781886062
0.154,0.14272797898854261
0.155,0.1435848225163865
0.156,0.14444080962898154
0.157,0.14529594118231492
0.158,0.1461502180315183
0.159,0.1470036410308685
0.16,0.14785621103378865
0.161,0.1487079288928489
0.162,0.14955879545976702
0.163,0.15040881158540975
0.164,0.15125797811979336
0.165,0.15210629591208424
0.166,0.15295376581060038
0.167,0.15380038866281176
0.168,0.15464616531534137
0.169,0.15549109661396576
0.17,0.1563351834036164
0.171,0.1571784265283801
0.17200000000000001,0.1580208268315001
0.17300000000000001,0.15886238515537687
0.17400000000000002,0.1597031023415686
0.17500000000000002,0.16054297923079264
0.176,0.16138201666292595
0.177,0.16222021547700605
0.178,0.16305757651123187
0.179,0.1638941006029645
0.18,0.164729788588728
0.181,0.16556464130421045
0.182,0.1663986595842647
0.183,0.16723184426290905
0.184,0.16806419617332824
0.185,0.16889571614787435
0.186,0.16972640501806735
0.187,0.17055626361459608
0.188,0.1713852927673194
0.189,0.17221349330526636
0.19,0.1730408660566377
0.191,0.17386741184880616
0.192,0.17469313150831756
0.193,0.17551802586089182
0.194,0.17634209573142312
0.195,0.1771653419439816
0.196,0.17798776532181348
0.197,0.17880936668734204
0.198,0.17963014686216894
0.199,0.1804501066670744
0.2,0.18126924692201818
0.201,0.1820875684461406
0.202,0.1829050720577634
0.203,0.1837217585743901
0.20400000000000001,0.1845376288127074
0.20500000000000002,0.18535268358858548
0.20600000000000002,0.18616692371707932
0.20700000000000002,0.18698035001242908
0.20800000000000002,0.18779296328806105
0.209,0.18860476435658857
0.21,0.18941575402981292
0.211,0.1902259331187237
0.212,0.1910353024335002
0.213,0.19184386278351162
0.214,0.19265161497731853
0.215,0.19345855982267313
0.216,0.19426469812652036
0.217,0.1950700306949985
0.218,0.19587455833344036
0.219,0.19667828184637348
0.22,0.1974812020375215
0.221,0.19828331970980473
0.222,0.19908463566534085
0.223,0.19988515070544588
0.224,0.20068486563063492
0.225,0.20148378124062305
0.226,0.20228189833432575
0.227,0.20307921770986037
0.228,0.20387574016454635
0.229,0.20467146649490608
0.23,0.20546639749666606
0.231,0.2062605339647573
0.232,0.20705387669331632
0.233,0.20784642647568607
0.234,0.20863818410441615
0.23500000000000001,0.20942915037126453
0.23600000000000002,0.2102193260671973
0.23700000000000002,0.21100871198239035
0.23800000000000002,0.2117973089062296
0.23900000000000002,0.21258511762731214
0.24,0.21337213893344664
0.241,0.21415837361165446
0.242,0.21494382244817056
0.243,0.21572848622844354
0.244,0.2165123657371375
0.245,0.21729546175813186
0.246,0.21807777507452275
0.247,0.21885930646862362
0.248,0.21964005672196574
0.249,0.2204200266152997
0.25,0.22119921692859512
0.251,0.22197762844104274
0.252,0.22275526193105388
0.253,0.22353211817626217
0.254,0.22430819795352397
0.255,0.22508350203891914
0.256,0.22585803120775172
0.257,0.22663178623455094
0.258,0.22740476789307196
0.259,0.22817697695629657
0.26,0.22894841419643375
0.261,0.22971908038492084
0.262,0.23048897629242415
0.263,0.23125810268883962
0.264,0.23202646034329377
0.265,0.23279405002414422
0.266,0.23356087249898083
0.267,0.234326928534626
0.268,0.23509221889713594
0.269,0.23585674435180104
0.27,0.23662050566314685
0.271,0.23738350359493465
0.272,0.23814573891016244
0.273,0.2389072123710657
0.274,0.2396679247391179
0.275,0.24042787677503152
0.276,0.24118706923875854
0.277,0.24194550288949168
0.278,0.24270317848566447
0.279,0.24346009678495262
0.28,0.24421625854427453
0.281,0.24497166451979202
0.28200000000000003,0.24572631546691104
0.28300000000000003,0.2464802121402827
0.28400000000000003,0.24723335529380375
0.28500000000000003,0.24798574568061738
0.28600000000000003,0.24873738405311396
0.28700000000000003,0.24948827116293204
0.28800000000000003,0.25023840776095874
0.289,0.25098779459733056
0.29,0.25173643242143473
0.291,0.25248432198190895
0.292,0.25323146402664287
0.293,0.2539778593027785
0.294,0.25472350855671133
0.295,0.2554684125340906
0.296,0.2562125719798204
0.297,0.25695598763806016
0.298,0.25769866025222565
0.299,0.25844059056498947
0.3,0.2591817793182821
0.301,0.2599222272532923
0.302,0.2606619351104681
0.303,0.2614009036295174
0.304,0.26213913354940876
0.305,0.2628766256083722
0.306,0.2636133805438998
0.307,0.2643493990927466
0.308,0.26508468199093116
0.309,0.2658192299737365
0.31,0.26655304377571065
0.311,0.26728612413066744
0.312,0.26801847177168736
0.313,0.26875008743111795
0.314,0.26948097184057507
0.315,0.2702111257309432
0.316,0.27094054983237614
0.317,0.2716692448742982
0.318,0.27239721158540453
0.319,0.27312445069366165
0.32,0.27385096292630906
0.321,0.27457674900985873
0.322,0.2753018096700971
0.323,0.2760261456320846
0.324,0.2767497576201575
0.325,0.2774726463579278
0.326,0.27819481256828416
0.327,0.27891625697339295
0.328,0.27963698029469863
0.329,0.2803569832529246
0.33,0.28107626656807383
0.331,0.2817948309594297
0.332,0.2825126771455566
0.333,0.283229805844301
0.334,0.2839462177727915
0.335,0.2846619136474401
0.336,0.28537689418394263
0.337,0.28609116009727986
0.338,0.28680471210171765
0.339,0.2875175509108082
0.34,0.28822967723739024
0.341,0.2889410917935902
0.342,0.28965179529082274
0.343,0.2903617884397913
0.34400000000000003,0.2910710719504892
0.34500000000000003,0.2917796465322
0.34600000000000003,0.2924875128934983
0.34700000000000003,0.29319467174225056
0.34800000000000003,0.2939011237856156
0.34900000000000003,0.2946068697300457
0.35000000000000003,0.29531191028128656
0.35100000000000003,0.29601624614437916
0.352,0.29671987802365907
0.353,0.29742280662275844
0.354,0.298125032644606
0.355,0.29882655679142767
0.356,0.29952737976474764
0.357,0.30022750226538897
0.358,0.3009269249934744
0.359,0.30162564864842645
0.36,0.302323673928969
0.361,0.3030210015331273
0.362,0.303717632158229
0.363,0.304413566500905
0.364,0.3051088052570894
0.365,0.30580334912202123
0.366,0.3064971987902443
0.367,0.3071903549556083
0.368,0.3078828183112696
0.369,0.3085745895496915
0.37,0.3092656693626453
0.371,0.309956058441211
0.372,0.3106457574757776
0.373,0.31133476715604425
0.374,0.31202308817102065
0.375,0.3127107212090279
0.376,0.313397666957699
0.377,0.31408392610397995
0.378,0.3147694993341298
0.379,0.3154543873337218
0.38,0.31613859078764417
0.381,0.31682211038010033
0.382,0.31750494679460994
0.383,0.31818710071400946
0.384,0.3188685728204529
0.385,0.31954936379541243
0.386,0.32022947431967896
0.387,0.3209089050733632
0.388,0.32158765673589595
0.389,0.32226572998602887
0.39,0.32294312550183535
0.391,0.32361984396071086
0.392,0.324295886039374
0.393,0.3249712524138668
0.394,0.3256459437595558
0.395,0.32631996075113234
0.396,0.3269933040626136
0.397,0.3276659743673428
0.398,0.3283379723379902
0.399,0.32900929864655415
0.4,0.3296799539643608
0.401,0.33034993896206544
0.402,0.3310192543096533
0.403,0.3316879006764397
0.404,0.3323558787310711
0.405,0.3330231891415256
0.406,0.33368983257511364
0.40700000000000003,0.3343558096984788
0.40800000000000003,0.3350211211775981
0.40900000000000003,0.33568576767778324
0.41000000000000003,0.3363497498636806
0.41100000000000003,0.3370130683992726
0.41200000000000003,0.3376757239478778
0.41300000000000003,0.33833771717215166
0.41400000000000003,0.3389990487340876
0.41500000000000004,0.33965971929501715
0.41600000000000004,0.34031972951561096
0.417,0.3409790800558793
0.418,0.34163777157517283
0.419,0.342295804732183
0.42,0.34295318018494325
0.421,0.3436098985908288
0.422,0.34426596060655823
0.423,0.34492136688819375
0.424,0.3455761180911414
0.425,0.3462302148701527
0.426,0.3468836578793244
0.427,0.3475364477720996
0.428,0.34818858520126805
0.429,0.3488400708189675
0.43,0.3494909052766835
0.431,0.35014108922525045
0.432,0.35079062331485256
0.433,0.3514395081950239
0.434,0.3520877445146494
0.435,0.35273533292196535
0.436,0.35338227406456035
0.437,0.3540285685893755
0.438,0.3546742171427054
0.439,0.3553192203701987
0.44,0.3559635789168587
0.441,0.3566072934270439
0.442,0.3572503645444688
0.443,0.35789279291220477
0.444,0.35853457917268017
0.445,0.35917572396768127
0.446,0.3598162279383529
0.447,0.3604560917251991
0.448,0.36109531596808386
0.449,0.3617339013062312
0.45,0.3623718483782268
0.451,0.3630091578220175
0.452,0.36364583027491293
0.453,0.3642818663735857
0.454,0.3649172667540719
0.455,0.3655520320517718
0.456,0.366186162901451
0.457,0.3668196599372402
0.458,0.3674525237926366
0.459,0.3680847551005041
0.46,0.36871635449307405
0.461,0.3693473226019459
0.462,0.36997766005808774
0.463,0.3706073674918372
0.464,0.3712364455329016
0.465,0.3718648948103592
0.466,0.3724927159526593
0.467,0.373119909587623
0.468,0.37374647634244407
0.46900000000000003,0.37437241684368927
0.47000000000000003,0.3749977317172992
0.47100000000000003,0.37562242158858883
0.47200000000000003,0.37624648708224795
0.47300000000000003,0.37686992882234216
0.47400000000000003,0.3774927474323133
0.47500000000000003,0.37811494353498
0.47600000000000003,0.37873651775253836
0.47700000000000004,0.37935747070656267
0.47800000000000004,0.3799778030180061
0.47900000000000004,0.38059751530720076
0.48,0.38121660819385916
0.481,0.3818350822970742
0.482,0.38245293823532
0.483,0.3830701766264526
0.484,0.38368679808771033
0.485,0.38430280323571486
0.486,0.3849181926864713
0.487,0.3855329670553692
0.488,0.386147126957183
0.489,0.38676067300607253
0.49,0.3873736058155839
0.491,0.3879859259986501
0.492,0.3885976341675913
0.493,0.3892087309341158
0.494,0.3898192169093202
0.495,0.39042909270369075
0.496,0.39103835892710315
0.497,0.3916470161888237
0.498,0.39225506509750985
0.499,0.39286250626121033
0.5,0.3934693402873666
0.501,0.3940755677828125
0.502,0.39468118935377583
0.503,0.3952862056058779
0.504,0.3958906171441353
0.505,0.39649442457295947
0.506,0.39709762849615793
0.507,0.3977002295169346
0.508,0.39830222823789063
0.509,0.39890362526102474
0.51,0.3995044211877341
0.511,0.40010461661881447
0.512,0.4007042121544616
0.513,0.4013032083942709
0.514,0.40190160593723867
0.515,0.40249940538176254
0.516,0.403096607325642
0.517,0.403693212366079
0.518,0.4042892210996788
0.519,0.40488463412245
0.52,0.40547945202980573
0.521,0.4060736754165639
0.522,0.406667304876948
0.523,0.4072603410045875
0.524,0.4078527843925187
0.525,0.408444635633185
0.526,0.40903589531843754
0.527,0.4096265640395361
0.528,0.4102166423871496
0.529,0.4108061309513563
0.53,0.4113950303216448
0.531,0.4119833410869147
0.532,0.4125710638354766
0.533,0.41315819915505336
0.534,0.41374474763278046
0.535,0.41433070985520626
0.536,0.41491608640829314
0.537,0.41550087787741763
0.538,0.4160850848473714
0.539,0.4166687079023612
0.54,0.41725174762601036
0.541,0.41783420460135867
0.542,0.4184160794108629
0.543,0.41899737263639825
0.544,0.41957808485925774
0.545,0.42015821666015374
0.546,0.42073776861921797
0.547,0.4213167413160027
0.548,0.4218951353294804
0.549,0.4224729512380454
0.55,0.42305018961951335
0.551,0.42362685105112297
0.552,0.4242029361095355
0.553,0.4247784453708362
0.554,0.4253533794105344
0.555,0.42592773880356405
0.556,0.42650152412428466
0.557,0.4270747359464816
0.558,0.4276473748433668
0.559,0.42821944138757917
0.56,0.42879093615118524
0.561,0.42936185970567975
0.562,0.42993221262198655
0.5630000000000001,0.4305019954704584
0.5640000000000001,0.43107120882087824
0.5650000000000001,0.43163985324245957
0.5660000000000001,0.43220792930384666
0.5670000000000001,0.4327754375731159
0.5680000000000001,0.43334237861777536
0.5690000000000001,0.43390875300476617
0.5700000000000001,0.4344745613004629
0.5710000000000001,0.4350398040706738
0.5720000000000001,0.4356044818806416
0.5730000000000001,0.43616859529504437
0.5740000000000001,0.4367321448779954
0.5750000000000001,0.4372951311930443
0.5760000000000001,0.43785755480317756
0.577,0.4384194162708187
0.578,0.4389807161578294
0.579,0.43954145502550945
0.58,0.44010163343459796
0.581,0.44066125194527306
0.582,0.44122031111715365
0.583,0.44177881150929865
0.584,0.44233675368020875
0.585,0.4428941381878261
0.586,0.4434509655895351
0.587,0.44400723644216333
0.588,0.44456295130198165
0.589,0.4451181107247051
0.59,0.4456727152654929
0.591,0.4462267654789499
0.592,0.4467802619191261
0.593,0.44733320513951824
0.594,0.4478855956930694
0.595,0.4484374341321702
0.596,0.44898872100865916
0.597,0.44953945687382335
0.598,0.4500896422783984
0.599,0.45063927777256996
0.6,0.4511883639059735
0.601,0.4517369012276953
0.602,0.4522848902862725
0.603,0.4528323316296944
0.604,0.45337922580540235
0.605,0.4539255733602906
0.606,0.45447137484070665
0.607,0.45501663079245214
0.608,0.4555613417607829
0.609,0.4561055082904101
0.61,0.4566491309255002
0.611,0.45719221020967604
0.612,0.45773474668601677
0.613,0.45827674089705905
0.614,0.4588181933847971
0.615,0.4593591046906834
0.616,0.4598994753556295
0.617,0.4604393059200057
0.618,0.46097859692364296
0.619,0.4615173489058323
0.62,0.4620555624053255
0.621,0.46259323796033647
0.622,0.46313037610854046
0.623,0.46366697738707585
0.624,0.46420304233254395
0.625,0.46473857148100983
0.626,0.46527356536800246
0.627,0.4658080245285159
0.628,0.46634194949700947
0.629,0.4668753408074079
0.63,0.4674081989931028
0.631,0.46794052458695234
0.632,0.4684723181212821
0.633,0.4690035801278857
0.634,0.46953431113802513
0.635,0.4700645116824316
0.636,0.47059418229130545
0.637,0.4711233234943175
0.638,0.47165193582060905
0.639,0.4721800197987924
0.64,0.47270757595695145
0.641,0.47323460482264257
0.642,0.47376110692289464
0.643,0.47428708278420983
0.644,0.47481253293256387
0.645,0.4753374578934072
0.646,0.4758618581916646
0.647,0.4763857343517366
0.648,0.4769090868974992
0.649,0.4774319163523052
0.65,0.47795422323898396
0.651,0.4784760080798425
0.652,0.4789972713966656
0.653,0.4795180137107167
0.654,0.48003823554273817
0.655,0.48055793741295183
0.656,0.4810771198410596
0.657,0.4815957833462441
0.658,0.4821139284471686
0.659,0.48263155566197835
0.66,0.4831486655083008
0.661,0.4836652585032456
0.662,0.4841813351634059
0.663,0.4846968960048583
0.664,0.4852119415431638
0.665,0.4857264722933681
0.666,0.4862404887700016
0.667,0.4867539914870812
0.668,0.4872669809581095
0.669,0.487779457696076
0.67,0.48829142221345756
0.671,0.48880287502221864
0.672,0.4893138166338121
0.673,0.48982424755917975
0.674,0.4903341683087524
0.675,0.4908435793924508
0.676,0.49135248131968634
0.677,0.4918608745993607
0.678,0.49236875973986727
0.679,0.4928761372490914
0.68,0.49338300763441045
0.681,0.49388937140269484
0.682,0.4943952290603085
0.683,0.4949005811131092
0.684,0.4954054280664488
0.685,0.4959097704251745
0.686,0.4964136086936286
0.687,0.4969169433756494
0.6880000000000001,0.4974197749745717
0.6890000000000001,0.497922103993227
0.6900000000000001,0.49842393093394455
0.6910000000000001,0.4989252562985511
0.6920000000000001,0.49942608058837235
0.6930000000000001,0.4999264043042324
0.6940000000000001,0.5004262279464551
0.6950000000000001,0.500925552014864
0.6960000000000001,0.5014243770087834
0.6970000000000001,0.5019227034270384
0.6980000000000001,0.5024205317679551
0.6990000000000001,0.5029178625293622
0.7000000000000001,0.5034146962085905
0.7010000000000001,0.5039110333024736
0.7020000000000001,0.5044068743073485
0.7030000000000001,0.5049022197190566
0.704,0.505397070032943
0.705,0.5058914257438583
0.706,0.5063852873461581
0.707,0.5068786553337041
0.708,0.5073715301998645
0.709,0.5078639124375139
0.71,0.5083558025390349
0.711,0.5088472009963173
0.712,0.5093381083007598
0.713,0.5098285249432697
0.714,0.5103184514142638
0.715,0.5108078882036684
0.716,0.5112968358009204
0.717,0.5117852946949677
0.718,0.5122732653742688
0.719,0.5127607483267946
0.72,0.5132477440400283
0.721,0.5137342530009654
0.722,0.514220275696115
0.723,0.5147058126114998
0.724,0.5151908642326567
0.725,0.5156754310446374
0.726,0.516159513532009
0.727,0.5166431121788537
0.728,0.5171262274687702
0.729,0.517608859884874
0.73,0.5180910099097975
0.731,0.5185726780256907
0.732,0.519053864714222
0.733,0.5195345704565777
0.734,0.520014795733464
0.735,0.5204945410251058
0.736,0.5209738068112488
0.737,0.5214525935711588
0.738,0.5219309017836224
0.739,0.5224087319269479
0.74,0.5228860844789656
0.741,0.523362959917028
0.742,0.5238393587180106
0.743,0.5243152813583122
0.744,0.5247907283138555
0.745,0.5252657000600875
0.746,0.5257401970719802
0.747,0.5262142198240303
0.748,0.5266877687902607
0.749,0.5271608444442204
0.75,0.5276334472589853
0.751,0.528105577707158
0.752,0.5285772362608692
0.753,0.5290484233917772
0.754,0.5295191395710694
0.755,0.529989385269462
0.756,0.5304591609572007
0.757,0.5309284671040613
0.758,0.5313973041793498
0.759,0.5318656726519034
0.76,0.5323335729900908
0.761,0.5328010056618121
0.762,0.5332679711345001
0.763,0.5337344698751205
0.764,0.5342005023501717
0.765,0.5346660690256866
0.766,0.5351311703672317
0.767,0.5355958068399085
0.768,0.5360599789083533
0.769,0.5365236870367385
0.77,0.5369869316887719
0.771,0.5374497133276985
0.772,0.5379120324163
0.773,0.5383738894168952
0.774,0.5388352847913416
0.775,0.5392962190010342
0.776,0.5397566925069075
0.777,0.5402167057694348
0.778,0.5406762592486296
0.779,0.5411353534040455
0.78,0.5415939886947765
0.781,0.5420521655794579
0.782,0.5425098845162668
0.783,0.5429671459629222
0.784,0.5434239503766853
0.785,0.5438802982143608
0.786,0.5443361899322965
0.787,0.5447916259863841
0.788,0.5452466068320598
0.789,0.5457011329243044
0.79,0.5461552047176442
0.791,0.5466088226661507
0.792,0.5470619872234423
0.793,0.5475146988426833
0.794,0.5479669579765853
0.795,0.5484187650774077
0.796,0.5488701205969576
0.797,0.5493210249865905
0.798,0.5497714786972108
0.799,0.5502214821792722
0.8,0.5506710358827784
0.801,0.551120140257283
0.802,0.5515687957518904
0.803,0.5520170028152563
0.804,0.5524647618955876
0.805,0.5529120734406436
0.806,0.5533589378977357
0.807,0.5538053557137285
0.808,0.5542513273350398
0.809,0.5546968532076413
0.81,0.5551419337770589
0.811,0.5555865694883733
0.812,0.55603076078622
0.8130000000000001,0.5564745081147906
0.8140000000000001,0.5569178119178322
0.8150000000000001,0.5573606726386489
0.8160000000000001,0.5578030907201014
0.8170000000000001,0.5582450666046077
0.8180000000000001,0.5586866007341438
0.8190000000000001,0.5591276935502438
0.8200000000000001,0.5595683454940008
0.8210000000000001,0.5600085570060664
0.8220000000000001,0.5604483285266524
0.8230000000000001,0.5608876604955304
0.8240000000000001,0.5613265533520322
0.8250000000000001,0.5617650075350509
0.8260000000000001,0.5622030234830404
0.8270000000000001,0.5626406016340171
0.8280000000000001,0.5630777424255589
0.8290000000000001,0.5635144462948067
0.8300000000000001,0.5639507136784645
0.8310000000000001,0.5643865450127996
0.8320000000000001,0.5648219407336433
0.833,0.5652569012763915
0.834,0.565691427076005
0.835,0.5661255185670091
0.836,0.5665591761834957
0.837,0.5669924003591225
0.838,0.5674251915271133
0.839,0.5678575501202598
0.84,0.5682894765709203
0.841,0.5687209713110215
0.842,0.569152034772058
0.843,0.5695826673850933
0.844,0.5700128695807603
0.845,0.5704426417892609
0.846,0.5708719844403675
0.847,0.5713008979634229
0.848,0.5717293827873404
0.849,0.572157439340605
0.85,0.5725850680512734
0.851,0.5730122693469741
0.852,0.5734390436549086
0.853,0.5738653914018512
0.854,0.5742913130141498
0.855,0.5747168089177259
0.856,0.5751418795380754
0.857,0.5755665253002691
0.858,0.5759907466289527
0.859,0.5764145439483477
0.86,0.5768379176822511
0.861,0.5772608682540372
0.862,0.5776833960866562
0.863,0.5781055016026361
0.864,0.5785271852240824
0.865,0.5789484473726789
0.866,0.5793692884696876
0.867,0.5797897089359497
0.868,0.5802097091918857
0.869,0.580629289657496
0.87,0.581048450752361
0.871,0.5814671928956419
0.872,0.5818855165060807
0.873,0.5823034220020011
0.874,0.5827209098013089
0.875,0.5831379803214916
0.876,0.5835546339796199
0.877,0.5839708711923475
0.878,0.5843866923759116
0.879,0.5848020979461335
0.88,0.5852170883184187
0.881,0.5856316639077576
0.882,0.5860458251287259
0.883,0.5864595723954849
0.884,0.5868729061217817
0.885,0.5872858267209503
0.886,0.5876983346059113
0.887,0.5881104301891724
0.888,0.5885221138828294
0.889,0.588933386098566
0.89,0.5893442472476544
0.891,0.589754697740956
0.892,0.590164737988921
0.893,0.5905743684015899
0.894,0.5909835893885931
0.895,0.5913924013591516
0.896,0.5918008047220773
0.897,0.5922087998857738
0.898,0.5926163872582362
0.899,0.5930235672470519
0.9,0.5934303402594009
0.901,0.5938367067020562
0.902,0.5942426669813845
0.903,0.594648221503346
0.904,0.5950533706734951
0.905,0.5954581148969812
0.906,0.5958624545785485
0.907,0.5962663901225367
0.908,0.5966699219328813
0.909,0.5970730504131143
0.91,0.597475775966364
0.911,0.5978780989953563
0.912,0.598280019902414
0.913,0.5986815390894581
0.914,0.5990826569580079
0.915,0.5994833739091812
0.916,0.599883690343695
0.917,0.600283606661866
0.918,0.6006831232636102
0.919,0.6010822405484444
0.92,0.6014809589154859
0.921,0.601879278763453
0.922,0.6022772004906658
0.923,0.602674724495046
0.924,0.6030718511741175
0.925,0.6034685809250071
0.926,0.6038649141444447
0.927,0.6042608512287633
0.928,0.6046563925739001
0.929,0.6050515385753967
0.93,0.605446289628399
0.931,0.6058406461276578
0.932,0.6062346084675301
0.933,0.6066281770419779
0.934,0.60702135224457
0.935,0.6074141344684816
0.936,0.607806524106495
0.937,0.6081985215509998
0.9380000000000001,0.6085901271939935
0.9390000000000001,0.6089813414270818
0.9400000000000001,0.6093721646414789
0.9410000000000001,0.6097625972280081
0.9420000000000001,0.6101526395771021
0.9430000000000001,0.6105422920788031
0.9440000000000001,0.6109315551227636
0.9450000000000001,0.611320429098247
0.9460000000000001,0.611708914394127
0.9470000000000001,0.6120970113988892
0.9480000000000001,0.6124847205006303
0.9490000000000001,0.6128720420870597
0.9500000000000001,0.6132589765454988
0.9510000000000001,0.6136455242628823
0.9520000000000001,0.6140316856257579
0.9530000000000001,0.6144174610202869
0.9540000000000001,0.6148028508322447
0.9550000000000001,0.6151878554470215
0.9560000000000001,0.6155724752496214
0.9570000000000001,0.6159567106246647
0.9580000000000001,0.6163405619563866
0.9590000000000001,0.6167240296286385
0.96,0.6171071140248879
0.961,0.6174898155282196
0.962,0.6178721345213349
0.963,0.618254071386553
0.964,0.6186356265058104
0.965,0.6190168002606627
0.966,0.6193975930322835
0.967,0.6197780052014656
0.968,0.6201580371486213
0.969,0.6205376892537824
0.97,0.6209169618966012
0.971,0.6212958554563501
0.972,0.6216743703119232
0.973,0.622052506841835
0.974,0.622430265424222
0.975,0.622807646436843
0.976,0.623184650257079
0.977,0.623561277261934
0.978,0.6239375278280348
0.979,0.6243134023316321
0.98,0.6246889011486004
0.981,0.6250640246544386
0.982,0.6254387732242702
0.983,0.6258131472328439
0.984,0.6261871470545335
0.985,0.6265607730633391
0.986,0.6269340256328866
0.987,0.6273069051364286
0.988,0.6276794119468447
0.989,0.6280515464366418
0.99,0.6284233089779543
0.991,0.6287946999425448
0.992,0.6291657197018043
0.993,0.6295363686267526
0.994,0.6299066470880387
0.995,0.6302765554559411
0.996,0.630646094100368
0.997,0.6310152633908582
0.998,0.6313840636965811
0.999,0.631752495386337
1.0,0.6321205588285577
1.0010000000000001,0.6324882543913064
1.002,0.632855582442279
1.0030000000000001,0.6332225433488035
1.004,0.6335891374778405
1.0050000000000001,0.6339553651959846
1.006,0.6343212268694634
1.0070000000000001,0.6346867228641386
1.008,0.6350518535455063
1.0090000000000001,0.635416619278697
1.01,0.6357810204284766
1.0110000000000001,0.6361450573592464
1.012,0.6365087304350432
1.0130000000000001,0.6368720400195401
1.014,0.6372349864760467
1.0150000000000001,0.6375975701675096
1.016,0.6379597914565125
1.0170000000000001,0.6383216507052767
1.018,0.6386831482756614
1.0190000000000001,0.6390442845291644
1.02,0.6394050598269216
1.0210000000000001,0.6397654745297088
